sample_id,proposed_label,source_file,unit_name,start_line,end_line,score,metrics,final_label
da_cand_203,data_class,scrapy\scrapy\downloadermiddlewares\redirect.py,MetaRefreshMiddleware,156,181,38,"attr=4,method=2,dataclass=False",
da_cand_204,data_class,scrapy\scrapy\utils\testproc.py,ProcessTest,13,45,38,"attr=4,method=2,dataclass=False",
da_cand_205,data_class,django\django\contrib\admin\helpers.py,AdminField,168,195,37,"attr=4,method=3,dataclass=False",
da_cand_206,data_class,django\django\contrib\admin\options.py,DeleteProtectedModelForm,2379,2427,37,"attr=4,method=3,dataclass=False",
da_cand_207,data_class,django\django\contrib\auth\middleware.py,RemoteUserMiddleware,28,114,37,"attr=4,method=3,dataclass=False",
da_cand_208,data_class,django\django\contrib\auth\mixins.py,UserPassesTestMixin,112,135,37,"attr=4,method=3,dataclass=False",
da_cand_209,data_class,django\django\contrib\gis\db\backends\utils.py,SpatialOperator,7,28,37,"attr=4,method=3,dataclass=False",
da_cand_210,data_class,django\django\contrib\postgres\operations.py,AddIndexConcurrently,119,141,37,"attr=4,method=3,dataclass=False",
da_cand_211,data_class,django\django\contrib\postgres\validators.py,KeysValidator,34,73,37,"attr=4,method=3,dataclass=False",
da_cand_212,data_class,django\django\contrib\staticfiles\handlers.py,ASGIStaticFilesHandler,84,115,37,"attr=4,method=3,dataclass=False",
da_cand_213,data_class,django\django\core\files\images.py,ImageFile,12,31,37,"attr=4,method=3,dataclass=False",
da_cand_214,data_class,django\django\core\handlers\wsgi.py,LimitedStream,15,53,37,"attr=4,method=3,dataclass=False",
da_cand_215,data_class,django\django\core\serializers\pyyaml.py,Serializer,43,66,37,"attr=4,method=3,dataclass=False",
da_cand_216,data_class,django\django\core\validators.py,DecimalValidator,454,538,37,"attr=4,method=3,dataclass=False",
da_cand_217,data_class,django\django\core\validators.py,FileExtensionValidator,542,582,37,"attr=4,method=3,dataclass=False",
da_cand_218,data_class,django\django\db\models\expressions.py,Expression,481,509,37,"attr=4,method=3,dataclass=False",
da_cand_219,data_class,django\django\db\models\functions\comparison.py,Coalesce,72,102,37,"attr=4,method=3,dataclass=False",
da_cand_220,data_class,django\django\db\models\functions\datetime.py,Extract,41,122,37,"attr=4,method=3,dataclass=False",
da_cand_221,data_class,django\django\db\transaction.py,Atomic,142,313,37,"attr=4,method=3,dataclass=False",
da_cand_222,data_class,django\django\forms\fields.py,FloatField,345,381,37,"attr=4,method=3,dataclass=False",
da_cand_223,data_class,django\django\forms\fields.py,RegexField,580,604,37,"attr=4,method=3,dataclass=False",
da_cand_224,data_class,django\django\forms\fields.py,BooleanField,790,814,37,"attr=4,method=3,dataclass=False",
da_cand_225,data_class,django\django\forms\fields.py,MultipleChoiceField,944,987,37,"attr=4,method=3,dataclass=False",
da_cand_226,data_class,django\django\forms\utils.py,RenderableErrorMixin,99,107,37,"attr=4,method=3,dataclass=False",
da_cand_227,data_class,django\django\template\base.py,Token,294,338,37,"attr=4,method=3,dataclass=False",
da_cand_228,data_class,django\django\template\base.py,DebugLexer,402,433,37,"attr=4,method=3,dataclass=False",
da_cand_229,data_class,django\django\template\defaulttags.py,IfChangedNode,248,292,37,"attr=4,method=3,dataclass=False",
da_cand_230,data_class,django\django\template\defaulttags.py,RegroupNode,347,372,37,"attr=4,method=3,dataclass=False",
da_cand_231,data_class,django\django\utils\autoreload.py,StatReloader,384,424,37,"attr=4,method=3,dataclass=False",
da_cand_232,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,ZeroOrMore,3896,3925,37,"attr=4,method=3,dataclass=False",
da_cand_233,data_class,scikit-learn\sklearn\cluster\_agglomerative.py,FeatureAgglomeration,1122,1336,37,"attr=4,method=3,dataclass=False",
da_cand_234,data_class,scikit-learn\sklearn\linear_model\_ridge.py,_XT_CenterStackOp,1544,1575,37,"attr=4,method=3,dataclass=False",
da_cand_235,data_class,scikit-learn\sklearn\model_selection\_split.py,StratifiedGroupKFold,812,1015,37,"attr=4,method=3,dataclass=False",
da_cand_236,data_class,scikit-learn\sklearn\neighbors\_regression.py,RadiusNeighborsRegressor,269,510,37,"attr=4,method=3,dataclass=False",
da_cand_237,data_class,scikit-learn\sklearn\semi_supervised\_label_propagation.py,LabelPropagation,338,483,37,"attr=4,method=3,dataclass=False",
da_cand_238,data_class,scikit-learn\sklearn\utils\_available_if.py,_AvailableIfDescriptor,5,51,37,"attr=4,method=3,dataclass=False",
da_cand_239,data_class,scikit-learn\sklearn\utils\_estimator_html_repr.py,_HTMLDocumentationLinkMixin,406,496,37,"attr=4,method=3,dataclass=False",
da_cand_240,data_class,scrapy\scrapy\core\downloader\handlers\http11.py,TunnelingAgent,215,262,37,"attr=4,method=3,dataclass=False",
da_cand_241,data_class,scrapy\scrapy\extensions\feedexport.py,GCSFeedStorage,258,281,37,"attr=4,method=3,dataclass=False",
da_cand_242,data_class,scrapy\scrapy\spiders\init.py,InitSpider,5,31,37,"attr=4,method=3,dataclass=False",
da_cand_243,data_class,click\src\click\types.py,_NumberParamTypeBase,404,419,29,"attr=3,method=1,dataclass=False",
da_cand_244,data_class,django\django\contrib\auth\forms.py,PasswordChangeForm,430,462,29,"attr=3,method=1,dataclass=False",
da_cand_245,data_class,django\django\contrib\gis\db\models\lookups.py,RelateLookup,273,287,29,"attr=3,method=1,dataclass=False",
da_cand_246,data_class,django\django\contrib\gis\geos\prototypes\io.py,IOBase,134,142,29,"attr=3,method=1,dataclass=False",
da_cand_247,data_class,django\django\core\cache\backends\memcached.py,PyMemcacheCache,173,188,29,"attr=3,method=1,dataclass=False",
da_cand_248,data_class,django\django\db\migrations\serializer.py,ModelManagerSerializer,229,236,29,"attr=3,method=1,dataclass=False",
da_cand_249,data_class,django\django\db\models\functions\math.py,ATan2,33,56,29,"attr=3,method=1,dataclass=False",
da_cand_250,data_class,django\django\db\models\functions\math.py,Log,110,121,29,"attr=3,method=1,dataclass=False",
da_cand_251,data_class,django\django\db\models\lookups.py,PostgresOperatorLookup,312,321,29,"attr=3,method=1,dataclass=False",
da_cand_252,data_class,django\django\db\models\lookups.py,IsNull,562,584,29,"attr=3,method=1,dataclass=False",
da_cand_253,data_class,django\django\db\models\lookups.py,Regex,588,599,29,"attr=3,method=1,dataclass=False",
da_cand_254,data_class,django\django\db\models\query.py,ModelIterable,82,144,29,"attr=3,method=1,dataclass=False",
da_cand_255,data_class,django\django\db\models\query.py,ValuesIterable,191,211,29,"attr=3,method=1,dataclass=False",
da_cand_256,data_class,django\django\db\models\query.py,ValuesListIterable,214,250,29,"attr=3,method=1,dataclass=False",
da_cand_257,data_class,django\django\db\models\query.py,FlatValuesListIterable,276,288,29,"attr=3,method=1,dataclass=False",
da_cand_258,data_class,django\django\template\exceptions.py,TemplateDoesNotExist,9,36,29,"attr=3,method=1,dataclass=False",
da_cand_259,data_class,django\django\utils\deprecation.py,DeprecationInstanceCheck,86,93,29,"attr=3,method=1,dataclass=False",
da_cand_260,data_class,django\django\utils\feedgenerator.py,Enclosure,215,221,29,"attr=3,method=1,dataclass=False",
da_cand_261,data_class,django\django\utils\text.py,StreamingBuffer,406,411,29,"attr=3,method=1,dataclass=False",
da_cand_262,data_class,django\django\views\generic\list.py,MultipleObjectTemplateResponseMixin,178,213,29,"attr=3,method=1,dataclass=False",
da_cand_263,data_class,scikit-learn\asv_benchmarks\benchmarks\common.py,Predictor,201,227,29,"attr=3,method=1,dataclass=False",
da_cand_264,data_class,scikit-learn\asv_benchmarks\benchmarks\common.py,Transformer,230,256,29,"attr=3,method=1,dataclass=False",
da_cand_265,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Empty,2345,2353,29,"attr=3,method=1,dataclass=False",
da_cand_266,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,OneOrMore,3861,3894,29,"attr=3,method=1,dataclass=False",
da_cand_267,data_class,scikit-learn\sklearn\_loss\loss.py,HalfTweedieLossIdentity,839,882,29,"attr=3,method=1,dataclass=False",
da_cand_268,data_class,scikit-learn\sklearn\base.py,TransformerMixin,1010,1101,29,"attr=3,method=1,dataclass=False",
da_cand_269,data_class,scikit-learn\sklearn\base.py,OutlierMixin,1235,1311,29,"attr=3,method=1,dataclass=False",
da_cand_270,data_class,scikit-learn\sklearn\tree\_reingold_tilford.py,Tree,181,188,29,"attr=3,method=1,dataclass=False",
da_cand_271,data_class,scrapy\scrapy\extensions\telnet.py,Portal,80,94,29,"attr=3,method=1,dataclass=False",
da_cand_272,data_class,scrapy\scrapy\spidermiddlewares\referer.py,StrictOriginPolicy,161,183,29,"attr=3,method=1,dataclass=False",
da_cand_273,data_class,click\src\click\exceptions.py,UsageError,47,83,28,"attr=3,method=2,dataclass=False",
da_cand_274,data_class,click\src\click\exceptions.py,NoSuchOption,197,228,28,"attr=3,method=2,dataclass=False",
da_cand_275,data_class,click\src\click\exceptions.py,FileError,257,271,28,"attr=3,method=2,dataclass=False",
da_cand_276,data_class,click\src\click\parser.py,Argument,213,242,28,"attr=3,method=2,dataclass=False",
da_cand_277,data_class,django\django\contrib\admindocs\views.py,BaseAdminDocsView,39,58,28,"attr=3,method=2,dataclass=False",
da_cand_278,data_class,django\django\contrib\auth\models.py,Permission,38,84,28,"attr=3,method=2,dataclass=False",
da_cand_279,data_class,django\django\contrib\flatpages\templatetags\flatpages.py,FlatpageNode,9,43,28,"attr=3,method=2,dataclass=False",
da_cand_280,data_class,django\django\contrib\gis\db\backends\postgis\introspection.py,PostGISIntrospection,5,71,28,"attr=3,method=2,dataclass=False",
da_cand_281,data_class,django\django\contrib\gis\db\models\functions.py,AsGeoJSON,184,206,28,"attr=3,method=2,dataclass=False",
da_cand_282,data_class,django\django\contrib\gis\db\models\functions.py,AsGML,209,229,28,"attr=3,method=2,dataclass=False",
da_cand_283,data_class,django\django\contrib\gis\db\models\functions.py,Perimeter,478,495,28,"attr=3,method=2,dataclass=False",
da_cand_284,data_class,django\django\contrib\gis\db\models\lookups.py,DWithinLookup,334,355,28,"attr=3,method=2,dataclass=False",
da_cand_285,data_class,django\django\contrib\gis\gdal\srs.py,CoordTransform,349,364,28,"attr=3,method=2,dataclass=False",
da_cand_286,data_class,django\django\contrib\messages\views.py,SuccessMessageMixin,4,19,28,"attr=3,method=2,dataclass=False",
da_cand_287,data_class,django\django\contrib\postgres\fields\array.py,SliceTransform,346,356,28,"attr=3,method=2,dataclass=False",
da_cand_288,data_class,django\django\core\serializers\xml_serializer.py,DTDForbidden,456,467,28,"attr=3,method=2,dataclass=False",
da_cand_289,data_class,django\django\db\backends\ddl_references.py,Columns,79,100,28,"attr=3,method=2,dataclass=False",
da_cand_290,data_class,django\django\db\migrations\graph.py,DummyNode,45,60,28,"attr=3,method=2,dataclass=False",
da_cand_291,data_class,django\django\db\models\expressions.py,TemporalSubtraction,797,809,28,"attr=3,method=2,dataclass=False",
da_cand_292,data_class,django\django\db\models\fields\related_lookups.py,RelatedIn,75,148,28,"attr=3,method=2,dataclass=False",
da_cand_293,data_class,django\django\db\models\lookups.py,Exact,325,357,28,"attr=3,method=2,dataclass=False",
da_cand_294,data_class,django\django\forms\fields.py,SplitDateTimeField,1237,1278,28,"attr=3,method=2,dataclass=False",
da_cand_295,data_class,django\django\forms\fields.py,GenericIPAddressField,1281,1295,28,"attr=3,method=2,dataclass=False",
da_cand_296,data_class,django\django\forms\utils.py,RenderableMixin,58,78,28,"attr=3,method=2,dataclass=False",
da_cand_297,data_class,django\django\http\response.py,HttpResponseNotAllowed,673,686,28,"attr=3,method=2,dataclass=False",
da_cand_298,data_class,django\django\template\backends\jinja2.py,Template,55,78,28,"attr=3,method=2,dataclass=False",
da_cand_299,data_class,django\django\template\defaulttags.py,LoremNode,326,341,28,"attr=3,method=2,dataclass=False",
da_cand_300,data_class,django\django\template\library.py,SimpleNode,228,243,28,"attr=3,method=2,dataclass=False",
da_cand_301,data_class,django\django\template\library.py,InclusionNode,246,278,28,"attr=3,method=2,dataclass=False",
da_cand_302,data_class,django\django\urls\resolvers.py,CheckURLMixin,150,182,28,"attr=3,method=2,dataclass=False",
da_cand_303,data_class,django\django\utils\jslex.py,Lexer,31,74,28,"attr=3,method=2,dataclass=False",
da_cand_304,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,WordEnd,3206,3226,28,"attr=3,method=2,dataclass=False",
da_cand_305,data_class,scikit-learn\examples\calibration\plot_calibration_curve.py,NaivelyCalibratedLinearSVC,202,219,28,"attr=3,method=2,dataclass=False",
da_cand_306,data_class,scikit-learn\examples\calibration\plot_compare_calibration.py,NaivelyCalibratedLinearSVC,71,88,28,"attr=3,method=2,dataclass=False",
da_cand_307,data_class,scikit-learn\examples\svm\plot_rbf_parameters.py,MidpointNormalize,86,93,28,"attr=3,method=2,dataclass=False",
da_cand_308,data_class,scikit-learn\sklearn\_loss\loss.py,PinballLoss,576,636,28,"attr=3,method=2,dataclass=False",
da_cand_309,data_class,scikit-learn\sklearn\cluster\_feature_agglomeration.py,AgglomerationTransform,21,104,28,"attr=3,method=2,dataclass=False",
da_cand_310,data_class,scikit-learn\sklearn\compose\_column_transformer.py,make_column_selector,1377,1463,28,"attr=3,method=2,dataclass=False",
da_cand_311,data_class,scikit-learn\sklearn\exceptions.py,InconsistentVersionWarning,159,191,28,"attr=3,method=2,dataclass=False",
da_cand_312,data_class,scikit-learn\sklearn\linear_model\_ridge.py,RidgeClassifier,1264,1480,28,"attr=3,method=2,dataclass=False",
da_cand_313,data_class,scikit-learn\sklearn\model_selection\_search.py,RandomizedSearchCV,1530,1918,28,"attr=3,method=2,dataclass=False",
da_cand_314,data_class,scikit-learn\sklearn\model_selection\_split.py,KFold,402,495,28,"attr=3,method=2,dataclass=False",
da_cand_315,data_class,scikit-learn\sklearn\utils\_metadata_requests.py,RequestMethod,1199,1298,28,"attr=3,method=2,dataclass=False",
da_cand_316,data_class,scrapy\scrapy\core\downloader\handlers\http11.py,ScrapyProxyAgent,265,291,28,"attr=3,method=2,dataclass=False",
da_cand_317,data_class,scrapy\scrapy\core\downloader\tls.py,ScrapyClientTLSOptions,32,86,28,"attr=3,method=2,dataclass=False",
da_cand_318,data_class,scrapy\scrapy\core\http2\stream.py,InvalidHostname,38,47,28,"attr=3,method=2,dataclass=False",
da_cand_319,data_class,scrapy\scrapy\exporters.py,PickleItemExporter,282,290,28,"attr=3,method=2,dataclass=False",
da_cand_320,data_class,click\examples\complex\complex\cli.py,Environment,10,24,27,"attr=3,method=3,dataclass=False",
da_cand_321,data_class,click\examples\repo\repo.py,Repo,8,20,27,"attr=3,method=3,dataclass=False",
da_cand_322,data_class,click\src\click\_textwrap.py,TextWrapper,6,49,27,"attr=3,method=3,dataclass=False",
da_cand_323,data_class,click\src\click\types.py,FuncParamType,164,185,27,"attr=3,method=3,dataclass=False",
da_cand_324,data_class,django\django\contrib\admin\templatetags\log.py,AdminLogNode,7,25,27,"attr=3,method=3,dataclass=False",
da_cand_325,data_class,django\django\contrib\auth\forms.py,PasswordResetForm,288,383,27,"attr=3,method=3,dataclass=False",
da_cand_326,data_class,django\django\contrib\auth\forms.py,SetPasswordForm,386,427,27,"attr=3,method=3,dataclass=False",
da_cand_327,data_class,django\django\contrib\auth\management\commands\changepassword.py,Command,12,81,27,"attr=3,method=3,dataclass=False",
da_cand_328,data_class,django\django\contrib\gis\admin\widgets.py,OpenLayersWidget,17,136,27,"attr=3,method=3,dataclass=False",
da_cand_329,data_class,django\django\contrib\gis\db\backends\oracle\models.py,OracleGeometryColumns,14,43,27,"attr=3,method=3,dataclass=False",
da_cand_330,data_class,django\django\contrib\gis\db\backends\spatialite\base.py,DatabaseWrapper,14,79,27,"attr=3,method=3,dataclass=False",
da_cand_331,data_class,django\django\contrib\gis\db\models\proxy.py,SpatialProxy,11,83,27,"attr=3,method=3,dataclass=False",
da_cand_332,data_class,django\django\contrib\messages\storage\fallback.py,FallbackStorage,6,56,27,"attr=3,method=3,dataclass=False",
da_cand_333,data_class,django\django\contrib\postgres\aggregates\general.py,DeprecatedConvertValueMixin,26,47,27,"attr=3,method=3,dataclass=False",
da_cand_334,data_class,django\django\contrib\postgres\fields\array.py,IndexTransform,320,334,27,"attr=3,method=3,dataclass=False",
da_cand_335,data_class,django\django\contrib\postgres\fields\ranges.py,RangeContainedBy,262,291,27,"attr=3,method=3,dataclass=False",
da_cand_336,data_class,django\django\contrib\postgres\indexes.py,BloomIndex,45,83,27,"attr=3,method=3,dataclass=False",
da_cand_337,data_class,django\django\contrib\postgres\search.py,SearchVector,90,147,27,"attr=3,method=3,dataclass=False",
da_cand_338,data_class,django\django\contrib\sessions\base_session.py,AbstractBaseSession,26,47,27,"attr=3,method=3,dataclass=False",
da_cand_339,data_class,django\django\core\files\storage\memory.py,TimingMixin,27,37,27,"attr=3,method=3,dataclass=False",
da_cand_340,data_class,django\django\core\management\commands\createcachetable.py,Command,15,130,27,"attr=3,method=3,dataclass=False",
da_cand_341,data_class,django\django\core\validators.py,ProhibitNullCharactersValidator,602,623,27,"attr=3,method=3,dataclass=False",
da_cand_342,data_class,django\django\db\backends\oracle\utils.py,InsertVar,6,39,27,"attr=3,method=3,dataclass=False",
da_cand_343,data_class,django\django\db\backends\utils.py,CursorDebugWrapper,97,143,27,"attr=3,method=3,dataclass=False",
da_cand_344,data_class,django\django\db\migrations\exceptions.py,NodeNotFoundError,40,52,27,"attr=3,method=3,dataclass=False",
da_cand_345,data_class,django\django\forms\fields.py,BaseTemporalField,443,460,27,"attr=3,method=3,dataclass=False",
da_cand_346,data_class,django\django\forms\widgets.py,Select,749,784,27,"attr=3,method=3,dataclass=False",
da_cand_347,data_class,django\django\middleware\cache.py,FetchFromCacheMiddleware,130,176,27,"attr=3,method=3,dataclass=False",
da_cand_348,data_class,django\django\template\defaulttags.py,CycleNode,92,114,27,"attr=3,method=3,dataclass=False",
da_cand_349,data_class,django\django\template\defaulttags.py,WithNode,526,541,27,"attr=3,method=3,dataclass=False",
da_cand_350,data_class,django\django\templatetags\i18n.py,GetLanguageInfoListNode,35,51,27,"attr=3,method=3,dataclass=False",
da_cand_351,data_class,django\django\templatetags\l10n.py,LocalizeNode,25,38,27,"attr=3,method=3,dataclass=False",
da_cand_352,data_class,django\django\utils\datetime_safe.py,datetime,30,48,27,"attr=3,method=3,dataclass=False",
da_cand_353,data_class,django\django\utils\translation\__init__.py,override,188,206,27,"attr=3,method=3,dataclass=False",
da_cand_354,data_class,django\django\utils\xmlutils.py,SimplerXMLGenerator,13,35,27,"attr=3,method=3,dataclass=False",
da_cand_355,data_class,requests\setup.py,PyTest,31,52,27,"attr=3,method=3,dataclass=False",
da_cand_356,data_class,scikit-learn\doc\conf.py,SubSectionTitleOrder,409,441,27,"attr=3,method=3,dataclass=False",
da_cand_357,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,GoToColumn,3077,3100,27,"attr=3,method=3,dataclass=False",
da_cand_358,data_class,scikit-learn\examples\miscellaneous\plot_metadata_routing.py,MetaRegressor,541,553,27,"attr=3,method=3,dataclass=False",
da_cand_359,data_class,scikit-learn\examples\miscellaneous\plot_metadata_routing.py,WeightedMetaRegressor,568,585,27,"attr=3,method=3,dataclass=False",
da_cand_360,data_class,scikit-learn\setup.py,build_ext_subclass,106,144,27,"attr=3,method=3,dataclass=False",
da_cand_361,data_class,scikit-learn\sklearn\linear_model\_ridge.py,RidgeClassifierCV,2422,2612,27,"attr=3,method=3,dataclass=False",
da_cand_362,data_class,scikit-learn\sklearn\model_selection\_split.py,_BaseKFold,308,399,27,"attr=3,method=3,dataclass=False",
da_cand_363,data_class,scikit-learn\sklearn\random_projection.py,GaussianRandomProjection,466,604,27,"attr=3,method=3,dataclass=False",
da_cand_364,data_class,scikit-learn\sklearn\utils\_testing.py,TempMemmap,430,449,27,"attr=3,method=3,dataclass=False",
da_cand_365,data_class,scrapy\scrapy\core\downloader\handlers\s3.py,S3DownloadHandler,8,83,27,"attr=3,method=3,dataclass=False",
da_cand_366,data_class,scrapy\scrapy\core\http2\protocol.py,H2ClientFactory,426,438,27,"attr=3,method=3,dataclass=False",
da_cand_367,data_class,scrapy\scrapy\downloadermiddlewares\httpauth.py,HttpAuthMiddleware,16,52,27,"attr=3,method=3,dataclass=False",
da_cand_368,data_class,scrapy\scrapy\extensions\postprocessing.py,GzipPlugin,13,44,27,"attr=3,method=3,dataclass=False",
da_cand_369,data_class,scrapy\scrapy\extensions\postprocessing.py,Bz2Plugin,47,70,27,"attr=3,method=3,dataclass=False",
da_cand_370,data_class,scrapy\scrapy\extensions\postprocessing.py,LZMAPlugin,73,111,27,"attr=3,method=3,dataclass=False",
da_cand_371,data_class,scrapy\scrapy\extensions\statsmailer.py,StatsMailer,12,34,27,"attr=3,method=3,dataclass=False",
da_cand_372,data_class,scrapy\scrapy\utils\log.py,StreamLogger,205,223,27,"attr=3,method=3,dataclass=False",
fe_cand_000,feature_envy,django\django\db\models\base.py,__new__,95,367,84,"self=0,external=84",
fe_cand_001,feature_envy,scikit-learn\examples\applications\svm_gui.py,__init__,271,350,78,"self=0,external=78",
fe_cand_002,feature_envy,click\src\click\testing.py,isolation,207,347,59,"self=8,external=67",
fe_cand_003,feature_envy,django\django\contrib\admindocs\views.py,get_context_data,216,392,43,"self=4,external=47",
fe_cand_004,feature_envy,django\django\core\management\commands\dumpdata.py,handle,103,281,41,"self=4,external=45",
fe_cand_005,feature_envy,django\django\core\management\commands\inspectdb.py,handle_inspection,54,263,37,"self=4,external=41",
fe_cand_006,feature_envy,scikit-learn\sklearn\preprocessing\_polynomial.py,transform,944,1162,27,"self=21,external=48",
fe_cand_007,feature_envy,django\django\core\serializers\xml_serializer.py,_handle_object,215,290,26,"self=5,external=31",
fe_cand_008,feature_envy,django\django\contrib\contenttypes\admin.py,_check_relation,21,88,25,"self=0,external=25",
fe_cand_009,feature_envy,django\django\forms\models.py,__new__,261,330,25,"self=0,external=25",
fe_cand_010,feature_envy,django\django\contrib\sessions\middleware.py,process_response,22,77,24,"self=0,external=24",
fe_cand_011,feature_envy,requests\requests\sessions.py,resolve_redirects,159,281,23,"self=10,external=33",
fe_cand_012,feature_envy,click\src\click\testing.py,invoke,349,448,22,"self=3,external=25",
fe_cand_013,feature_envy,scikit-learn\setup.py,run,71,97,21,"self=0,external=21",
fe_cand_014,feature_envy,django\django\contrib\humanize\templatetags\humanize.py,string_for,285,325,18,"self=0,external=18",
fe_cand_015,feature_envy,django\django\contrib\postgres\apps.py,ready,56,84,18,"self=0,external=18",
fe_cand_016,feature_envy,django\django\core\management\commands\inspectdb.py,normalize_col_name,265,323,18,"self=0,external=18",
fe_cand_017,feature_envy,django\django\middleware\gzip.py,process_response,18,74,18,"self=3,external=21",
fe_cand_018,feature_envy,scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,compute,480,614,18,"self=0,external=18",
fe_cand_019,feature_envy,scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,compute,648,764,18,"self=0,external=18",
fe_cand_020,feature_envy,django\django\db\migrations\operations\models.py,database_forwards,435,481,17,"self=4,external=21",
fe_cand_021,feature_envy,django\django\db\models\aggregates.py,resolve_expression,60,102,17,"self=2,external=19",
fe_cand_022,feature_envy,django\django\utils\feedgenerator.py,add_item_elements,392,442,17,"self=0,external=17",
fe_cand_023,feature_envy,scikit-learn\sklearn\tree\_export.py,node_to_str,288,399,17,"self=18,external=35",
fe_cand_024,feature_envy,click\src\click\_termui_impl.py,edit,525,570,16,"self=3,external=19",
fe_cand_025,feature_envy,django\django\core\management\commands\inspectdb.py,get_field_type,325,364,16,"self=0,external=16",
fe_cand_026,feature_envy,django\django\core\management\commands\optimizemigration.py,handle,32,129,16,"self=8,external=24",
fe_cand_027,feature_envy,django\django\db\models\base.py,_prepare,375,428,16,"self=0,external=16",
fe_cand_028,feature_envy,django\django\utils\feedgenerator.py,add_item_elements,285,338,16,"self=0,external=16",
fe_cand_029,feature_envy,flask\src\flask\views.py,as_view,86,135,16,"self=2,external=18",
fe_cand_030,feature_envy,scikit-learn\sklearn\linear_model\_coordinate_descent.py,fit,1525,1804,16,"self=34,external=50",
fe_cand_031,feature_envy,scrapy\scrapy\commands\settings.py,run,47,62,16,"self=1,external=17",
fe_cand_032,feature_envy,scrapy\scrapy\extensions\corestats.py,from_crawler,15,22,16,"self=0,external=16",
fe_cand_033,feature_envy,django\django\contrib\contenttypes\management\commands\remove_stale_contenttypes.py,handle,34,102,15,"self=3,external=18",
fe_cand_034,feature_envy,django\django\core\management\__init__.py,autocomplete,278,351,15,"self=1,external=16",
fe_cand_035,feature_envy,scikit-learn\sklearn\feature_selection\_base.py,inverse_transform,133,171,15,"self=2,external=17",
fe_cand_036,feature_envy,django\django\core\files\storage\memory.py,resolve,94,139,14,"self=0,external=14",
fe_cand_037,feature_envy,requests\requests\sessions.py,should_strip_auth,127,157,14,"self=0,external=14",
fe_cand_038,feature_envy,scrapy\scrapy\commands\check.py,run,69,108,14,"self=5,external=19",
fe_cand_039,feature_envy,scrapy\scrapy\downloadermiddlewares\httpproxy.py,_set_proxy_and_creds,64,83,14,"self=0,external=14",
fe_cand_040,feature_envy,django\django\db\backends\postgresql\client.py,settings_to_cmd_args_env,10,54,13,"self=0,external=13",
fe_cand_041,feature_envy,scikit-learn\sklearn\tree\_export.py,export,636,681,13,"self=3,external=16",
fe_cand_042,feature_envy,scrapy\scrapy\downloadermiddlewares\redirect.py,process_response,126,153,13,"self=3,external=16",
fe_cand_043,feature_envy,scrapy\scrapy\extensions\periodic_log.py,from_crawler,38,73,13,"self=0,external=13",
fe_cand_044,feature_envy,django\django\contrib\gis\management\commands\ogrinspect.py,add_arguments,44,109,12,"self=0,external=12",
fe_cand_045,feature_envy,django\django\contrib\staticfiles\finders.py,check,74,114,12,"self=0,external=12",
fe_cand_046,feature_envy,django\django\core\serializers\json.py,default,83,106,12,"self=0,external=12",
fe_cand_047,feature_envy,django\django\db\backends\postgresql\introspection.py,get_table_description,81,127,12,"self=1,external=13",
fe_cand_048,feature_envy,django\django\db\models\fields\__init__.py,to_python,1523,1571,12,"self=5,external=17",
fe_cand_049,feature_envy,django\django\db\models\fields\__init__.py,validators,2014,2046,12,"self=1,external=13",
fe_cand_050,feature_envy,scikit-learn\sklearn\tree\_export.py,get_fill_color,262,286,12,"self=6,external=18",
fe_cand_051,feature_envy,scrapy\scrapy\downloadermiddlewares\redirect.py,_redirect,80,106,12,"self=3,external=15",
fe_cand_052,feature_envy,django\django\contrib\admin\views\autocomplete.py,process_request,66,118,11,"self=1,external=12",
fe_cand_053,feature_envy,django\django\contrib\admindocs\views.py,get_context_data,68,99,11,"self=0,external=11",
fe_cand_054,feature_envy,django\django\contrib\admindocs\views.py,get_context_data,105,138,11,"self=0,external=11",
fe_cand_055,feature_envy,django\django\core\management\commands\migrate.py,add_arguments,23,94,11,"self=0,external=11",
fe_cand_056,feature_envy,django\django\core\management\commands\migrate.py,sync_apps,432,487,11,"self=8,external=19",
fe_cand_057,feature_envy,django\django\core\serializers\xml_serializer.py,_handle_fk_field_node,292,331,11,"self=2,external=13",
fe_cand_058,feature_envy,django\django\db\utils.py,configure_settings,147,182,11,"self=0,external=11",
fe_cand_059,feature_envy,flask\src\flask\testing.py,__init__,48,86,11,"self=1,external=12",
fe_cand_060,feature_envy,scikit-learn\doc\sphinxext\allow_nan_estimators.py,make_paragraph_for_estimator_type,13,37,11,"self=0,external=11",
fe_cand_061,feature_envy,scikit-learn\sklearn\linear_model\_bayes.py,_update_sigma_woodbury,798,814,11,"self=0,external=11",
fe_cand_062,feature_envy,scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,is_usable_for,84,142,11,"self=0,external=11",
