sample_id,proposed_label,final_label,source_file,unit_name,start_line,end_line,annotator
da_cand_254,data_class,tidak,django\django\db\models\query.py,ModelIterable,82,144,akbar_ts
da_cand_255,data_class,tidak,django\django\db\models\query.py,ValuesIterable,191,211,akbar_ts
da_cand_256,data_class,tidak,django\django\db\models\query.py,ValuesListIterable,214,250,akbar_ts
da_cand_257,data_class,tidak,django\django\db\models\query.py,FlatValuesListIterable,276,288,akbar_ts
da_cand_258,data_class,data_class,django\django\template\exceptions.py,TemplateDoesNotExist,9,36,akbar_ts
da_cand_259,data_class,skip,django\django\utils\deprecation.py,DeprecationInstanceCheck,86,93,akbar_ts
da_cand_260,data_class,data_class,django\django\utils\feedgenerator.py,Enclosure,215,221,akbar_ts
da_cand_261,data_class,tidak,django\django\utils\text.py,StreamingBuffer,406,411,akbar_ts
da_cand_262,data_class,tidak,django\django\views\generic\list.py,MultipleObjectTemplateResponseMixin,178,213,akbar_ts
da_cand_263,data_class,tidak,scikit-learn\asv_benchmarks\benchmarks\common.py,Predictor,201,227,akbar_ts
da_cand_264,data_class,tidak,scikit-learn\asv_benchmarks\benchmarks\common.py,Transformer,230,256,akbar_ts
da_cand_265,data_class,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Empty,2345,2353,akbar_ts
da_cand_266,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,OneOrMore,3861,3894,akbar_ts
da_cand_267,data_class,tidak,scikit-learn\sklearn\_loss\loss.py,HalfTweedieLossIdentity,839,882,akbar_ts
da_cand_268,data_class,tidak,scikit-learn\sklearn\base.py,TransformerMixin,1010,1101,akbar_ts
da_cand_269,data_class,tidak,scikit-learn\sklearn\base.py,OutlierMixin,1235,1311,akbar_ts
da_cand_270,data_class,data_class,scikit-learn\sklearn\tree\_reingold_tilford.py,Tree,181,188,akbar_ts
da_cand_271,data_class,tidak,scrapy\scrapy\extensions\telnet.py,Portal,80,94,akbar_ts
da_cand_272,data_class,tidak,scrapy\scrapy\spidermiddlewares\referer.py,StrictOriginPolicy,161,183,akbar_ts
da_cand_273,data_class,tidak,click\src\click\exceptions.py,UsageError,47,83,akbar_ts
da_cand_274,data_class,tidak,click\src\click\exceptions.py,NoSuchOption,197,228,akbar_ts
da_cand_275,data_class,data_class,click\src\click\exceptions.py,FileError,257,271,akbar_ts
da_cand_276,data_class,tidak,click\src\click\parser.py,Argument,213,242,akbar_ts
da_cand_277,data_class,tidak,django\django\contrib\admindocs\views.py,BaseAdminDocsView,39,58,akbar_ts
da_cand_278,data_class,tidak,django\django\contrib\auth\models.py,Permission,38,84,akbar_ts
da_cand_279,data_class,tidak,django\django\contrib\flatpages\templatetags\flatpages.py,FlatpageNode,9,43,akbar_ts
da_cand_280,data_class,tidak,django\django\contrib\gis\db\backends\postgis\introspection.py,PostGISIntrospection,5,71,akbar_ts
da_cand_281,data_class,tidak,django\django\contrib\gis\db\models\functions.py,AsGeoJSON,184,206,akbar_ts
da_cand_282,data_class,tidak,django\django\contrib\gis\db\models\functions.py,AsGML,209,229,akbar_ts
da_cand_283,data_class,tidak,django\django\contrib\gis\db\models\functions.py,Perimeter,478,495,akbar_ts
da_cand_284,data_class,tidak,django\django\contrib\gis\db\models\lookups.py,DWithinLookup,334,355,akbar_ts
da_cand_285,data_class,tidak,django\django\contrib\gis\gdal\srs.py,CoordTransform,349,364,akbar_ts
da_cand_286,data_class,tidak,django\django\contrib\messages\views.py,SuccessMessageMixin,4,19,akbar_ts
da_cand_287,data_class,tidak,django\django\contrib\postgres\fields\array.py,SliceTransform,346,356,akbar_ts
da_cand_288,data_class,data_class,django\django\core\serializers\xml_serializer.py,DTDForbidden,456,467,akbar_ts
da_cand_289,data_class,tidak,django\django\db\backends\ddl_references.py,Columns,79,100,akbar_ts
da_cand_290,data_class,tidak,django\django\db\migrations\graph.py,DummyNode,45,60,akbar_ts
da_cand_291,data_class,tidak,django\django\db\models\expressions.py,TemporalSubtraction,797,809,akbar_ts
da_cand_292,data_class,tidak,django\django\db\models\fields\related_lookups.py,RelatedIn,75,148,akbar_ts
da_cand_293,data_class,tidak,django\django\db\models\lookups.py,Exact,325,357,akbar_ts
da_cand_294,data_class,tidak,django\django\forms\fields.py,SplitDateTimeField,1237,1278,akbar_ts
da_cand_295,data_class,tidak,django\django\forms\fields.py,GenericIPAddressField,1281,1295,akbar_ts
da_cand_296,data_class,tidak,django\django\forms\utils.py,RenderableMixin,58,78,akbar_ts
da_cand_297,data_class,tidak,django\django\http\response.py,HttpResponseNotAllowed,673,686,akbar_ts
da_cand_298,data_class,tidak,django\django\template\backends\jinja2.py,Template,55,78,akbar_ts
da_cand_299,data_class,tidak,django\django\template\defaulttags.py,LoremNode,326,341,akbar_ts
da_cand_300,data_class,tidak,django\django\template\library.py,SimpleNode,228,243,akbar_ts
da_cand_301,data_class,tidak,django\django\template\library.py,InclusionNode,246,278,akbar_ts
da_cand_302,data_class,tidak,django\django\urls\resolvers.py,CheckURLMixin,150,182,akbar_ts
da_cand_303,data_class,tidak,django\django\utils\jslex.py,Lexer,31,74,akbar_ts
da_cand_304,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,WordEnd,3206,3226,akbar_ts
da_cand_305,data_class,tidak,scikit-learn\examples\calibration\plot_calibration_curve.py,NaivelyCalibratedLinearSVC,202,219,akbar_ts
da_cand_306,data_class,tidak,scikit-learn\examples\calibration\plot_compare_calibration.py,NaivelyCalibratedLinearSVC,71,88,akbar_ts
da_cand_307,data_class,tidak,scikit-learn\examples\svm\plot_rbf_parameters.py,MidpointNormalize,86,93,akbar_ts
da_cand_308,data_class,tidak,scikit-learn\sklearn\_loss\loss.py,PinballLoss,576,636,akbar_ts
da_cand_309,data_class,tidak,scikit-learn\sklearn\cluster\_feature_agglomeration.py,AgglomerationTransform,21,104,akbar_ts
da_cand_310,data_class,tidak,scikit-learn\sklearn\compose\_column_transformer.py,make_column_selector,1377,1463,akbar_ts
da_cand_311,data_class,data_class,scikit-learn\sklearn\exceptions.py,InconsistentVersionWarning,159,191,akbar_ts
da_cand_312,data_class,tidak,scikit-learn\sklearn\linear_model\_ridge.py,RidgeClassifier,1264,1480,akbar_ts
da_cand_313,data_class,tidak,scikit-learn\sklearn\model_selection\_search.py,RandomizedSearchCV,1530,1918,akbar_ts
da_cand_314,data_class,tidak,scikit-learn\sklearn\model_selection\_split.py,KFold,402,495,akbar_ts
da_cand_315,data_class,tidak,scikit-learn\sklearn\utils\_metadata_requests.py,RequestMethod,1199,1298,akbar_ts
da_cand_316,data_class,tidak,scrapy\scrapy\core\downloader\handlers\http11.py,ScrapyProxyAgent,265,291,akbar_ts
da_cand_317,data_class,tidak,scrapy\scrapy\core\downloader\tls.py,ScrapyClientTLSOptions,32,86,akbar_ts
da_cand_318,data_class,data_class,scrapy\scrapy\core\http2\stream.py,InvalidHostname,38,47,akbar_ts
da_cand_319,data_class,skip,scrapy\scrapy\exporters.py,PickleItemExporter,282,290,akbar_ts
da_cand_320,data_class,tidak,click\examples\complex\complex\cli.py,Environment,10,24,akbar_ts
da_cand_321,data_class,tidak,click\examples\repo\repo.py,Repo,8,20,akbar_ts
da_cand_322,data_class,tidak,click\src\click\_textwrap.py,TextWrapper,6,49,akbar_ts
da_cand_323,data_class,tidak,click\src\click\types.py,FuncParamType,164,185,akbar_ts
da_cand_324,data_class,tidak,django\django\contrib\admin\templatetags\log.py,AdminLogNode,7,25,akbar_ts
da_cand_325,data_class,tidak,django\django\contrib\auth\forms.py,PasswordResetForm,288,383,akbar_ts
da_cand_326,data_class,tidak,django\django\contrib\auth\forms.py,SetPasswordForm,386,427,akbar_ts
da_cand_327,data_class,tidak,django\django\contrib\auth\management\commands\changepassword.py,Command,12,81,akbar_ts
da_cand_328,data_class,tidak,django\django\contrib\gis\admin\widgets.py,OpenLayersWidget,17,136,akbar_ts
da_cand_329,data_class,tidak,django\django\contrib\gis\db\backends\oracle\models.py,OracleGeometryColumns,14,43,akbar_ts
da_cand_330,data_class,tidak,django\django\contrib\gis\db\backends\spatialite\base.py,DatabaseWrapper,14,79,akbar_ts
da_cand_331,data_class,tidak,django\django\contrib\gis\db\models\proxy.py,SpatialProxy,11,83,akbar_ts
da_cand_332,data_class,tidak,django\django\contrib\messages\storage\fallback.py,FallbackStorage,6,56,akbar_ts
da_cand_333,data_class,tidak,django\django\contrib\postgres\aggregates\general.py,DeprecatedConvertValueMixin,26,47,akbar_ts
da_cand_334,data_class,tidak,django\django\contrib\postgres\fields\array.py,IndexTransform,320,334,akbar_ts
da_cand_335,data_class,tidak,django\django\contrib\postgres\fields\ranges.py,RangeContainedBy,262,291,akbar_ts
da_cand_336,data_class,tidak,django\django\contrib\postgres\indexes.py,BloomIndex,45,83,akbar_ts
da_cand_337,data_class,tidak,django\django\contrib\postgres\search.py,SearchVector,90,147,akbar_ts
da_cand_338,data_class,tidak,django\django\contrib\sessions\base_session.py,AbstractBaseSession,26,47,akbar_ts
da_cand_339,data_class,tidak,django\django\core\files\storage\memory.py,TimingMixin,27,37,akbar_ts
da_cand_340,data_class,tidak,django\django\core\management\commands\createcachetable.py,Command,15,130,akbar_ts
da_cand_341,data_class,tidak,django\django\core\validators.py,ProhibitNullCharactersValidator,602,623,akbar_ts
da_cand_342,data_class,tidak,django\django\db\backends\oracle\utils.py,InsertVar,6,39,akbar_ts
da_cand_343,data_class,tidak,django\django\db\backends\utils.py,CursorDebugWrapper,97,143,akbar_ts
da_cand_344,data_class,data_class,django\django\db\migrations\exceptions.py,NodeNotFoundError,40,52,akbar_ts
